"
PLS_Infrastructure / נתוני תשתיות פריט 3
Organization Code Parameter: 'PLS', Item Number Parameter: '02%'"

"ORG","Item Number","ENG Description","HEB Description","Status Code","Lifecycle Phase","Make / Buy","Unit Weight","Marketing Package","Pack Qty"
"PLS","02205281","NOT ACTIVE-DARK BLUE NIPPLE WITH TRAY","NOT ACTIVE--ניפל כחול כהה עם מגש קומ","Inactive","Retirement","Make",0.038,"MAS",300
"PLS","02205282","VIOLET NIPPLE FOR PULLETS","ניפל סגול לפרגיות","Active","Production","Make",0.015,"MAS",1600
"PLS","022052821","NOT ACTIVE-REPLACED BY 02205282 VIOLET NIPPLE W/O TRAY(NOT PACKED)","NOT ACTIVE-ניפל סגול ללא מגש קומ. לא ארוז  הפך ל 02205282","Inactive","Retirement","Make",0.015,"MAS",0
"PLS","02205283","NOT ACTIVE-VIOLET NIPPLE WITH TRAY","NOT ACTIVE--ניפל סגול עם מגש קומ","Inactive","Retirement","Make","","MAS",300
"PLS","02205284","J NIPPLE DARK BLUE","ניפל J כחול כהה","Active","Production","Make",0.012,"MAS",4000
"PLS","022052841","NOT ACTIVE-J-NIPPLE - DARK BLUE PACKED ","NOT ACTIVE-ניפל לא ארוזJכחול כהה קומ","Inactive","Retirement","Make",0.00343,"",0
"PLS","02205285","J NIPPLE VIOLET","ניפל J סגול","Active","Production","Make",0.012,"MAS",5000
"PLS","02205286","J-NIPPLE ADAPTOR FOR 22 MM SQUARE PIPE","מתאם ניפל J לצינור 22 ממ מרובע","Active","Production","Buy","","",0
"PLS","02205287","TWIN LOCK NIPPLE ORANGE FOR BROILER (Z)","טווין לוק ניפל כתום לפטם (Z)","Active","Production","Make",0.011,"MAS",0
"PLS","02205288","TWIN LOCK NIPPLE DARK BLUE (Z)","טווין לוק ניפל כחול כהה (Z)","Active","Production","Make",0.011,"MAS",0
"PLS","02205289","TWIN LOCK NIPPLE LIGHT BLUE FOR BROILER (Z)","טווין לוק ניפל כחול בהיר (Z)","Active","Production","Make",0.0125,"HVM",2500
"PLS","02205290","TWIN LOCK NIPPLE YELLOW FOR BROILER (Z)","טווין לוק ניפל צהוב לפטם (Z)","Active","Production","Make",0.011,"MAS",0
"PLS","02205291","TWIN LOCK NIPPLE GREY FOR BROILER (Z)","טווין לוק ניפל אפור לפטם (Z)","Active","Production","Make",0.011,"MAS",0
"PLS","02205292","TWIN LOCK NIPPLE BROWN (Z)","טווין לוק ניפל חום לפטם (Z)","Active","Production","Make",0.011,"MAS",0
"PLS","02205293","J NIPPLE LIGHT BLUE FOR BROILER","ניפל J כחול בהיר לפטם","Active","Production","Make",0.011,"QRM",1250
"PLS","02205294","SNAP ON PLUG FOR NIPPLE","פקק תפס לניפל","Active","Production","Buy",0.004,"MAS",2400
"PLS","02205296","NOT ACTIVE- J-NIPPLE ADAPTOR TO TUBE","NOT ACTIVE-- מתאם ניפל Jצנור גמיש","Inactive","Retirement","Buy",0.0016,"",0
"PLS","02205297","PLUG FOR NIPPLE","פקק לניפל","Active","Production","Buy",0.001,"MAS",25000
"PLS","02205298","NIPPLE TO FLEXIBLE TUBE ADAPTOR","מתאם ניפל צנור גמיש","Active","Production","Buy",0.001,"MAS",20000
"PLS","02205299","NIPPLE TO RUBBER TUBE ADAPTOR P-74",".מתאם ניפל צנור גומיP-74","Active","Production","Buy",0.0047,"MAS",6000
"PLS","02205300","NOT ACTIVE- PRESSURE  REGULATOR-LUBING","NOT ACTIVE-- ווסת לחץ  לובינג","Inactive","Retirement","Buy","","",0
"PLS","02205301","NOT ACTIVE- TOP SHELL FOR PRESS.REG.-LUBING(YELLOW)","לא פעיל- .גוף עליון וסת לחץ לובינג צהוב","Active","Production","Buy",0.238,"MAS",50
"PLS","02205302","NOT ACTIVE- BOTTOM  SHELL FOR PRESS. REG (YELLOW)","לא פעיל- גוף תחתון וסת לחץ צהוב","Active","Production","Buy",0.2035,"MAS",50
"PLS","02205303","TOP SHELL FOR PRESS. REG. RED IMPEX","גוף עליון וסת לחץ אדום אימפקס","Active","Production","Buy",0.2435,"MAS",40
"PLS","02205304","BOTTOM SHELL FOR PRESS. REG. (RED)",".גוף תחתון ווסת לחץ אדום","Active","Production","Buy",0.2035,"MAS",600
"PLS","02205305","WOD LINE HEAD PRESSURE REDUCER SET","ערכת מפחת לחץ ראש קו ל-WOD","Active","Production","Buy",0.84,"MAS",18
"PLS","02205306","WOD MID LINE PRESSURE REDUCER SET","ערכת מפחת לחץ אמצע קו ל-WOD","Active","Production","Buy","","MAS",18
"PLS","02205307","NOT ACTIVE-WOD MID HOUSE KIT (60)-PRESS.RED.+CONNECTOR","NOT ACTIVE- - מפחת אמצע קו (60)+פרופיל מגשר ל-WOD","Inactive","Retirement","Make","","",0
"PLS","02205308","WOD LINE HEAD (80) COM","ראש קו (80) קומ ל-WOD","Active","Production","Make",1.34,"MAS",16
"PLS","02205309","CAP FOR PRESSURE REG. - YELLOW","מכסה ווסת לחץ צהוב","Active","Production","Buy",0.0196,"MAS",1000
"PLS","02205310","CAP FOR PRESSURE REG. - RED",".מכסה ווסת לחץ אדום","Active","Production","Buy",0.0196,"MAS",1600
"PLS","02205311","VALVE NUT FOR PRESS. REG. - YELLOW","אום ברז שטיפה ווסת לחץ צהוב","Active","Production","Buy",0.01145,"MAS",2000
"PLS","02205312","VALVE NUT FOR PRESS. REG. - RED","אום ברז שטיפה ווסת לחץ אדום","Active","Production","Buy",0.01145,"MAS",2000
"PLS","02205313","TOP SHELL FOR PRESS. REG. RED","גוף עליון וסת לחץ אדום","Active","Production","Buy",0.244,"MAS",40
"PLS","022053131","TOP SHELL FOR PRESS. REG. RED W/O HOLES","             גוף עליון וסת לחץ אדום ללא חורים","Active","Production","Buy",0.2434,"MAS",40
"PLS","02205314","TOP SHELL RED - MIDHOUSE PRESS. REG","גוף עליון וסת לחץ אמצע קו אדום","Active","Production","Buy",0.243,"MAS",40
"PLS","022053141","TOP SHELL RED - MIDHOUSE PRESS. REG.W/O HOLES","גוף עליון וסת לחץ אמצע קו אדום ללא חורים","Active","Production","Buy",0.24225,"MAS",40
"PLS","02205315","PRESSURE REGULATOR RED COM.","וסת לחץ  אדום קומ.","Active","Production","Buy","","",0
"PLS","02205316","NOT ACTIVE- LINE HEAD KIT 60 RED","NOT ACTIVE-- קיט ראש קו אדום","Inactive","Retirement","Make","","MAS",0
"PLS","02205317","PRESSURE REG. MIDHOUSE -DUAL-RED COM.","וסת לחץ אמצע קו אדום קומ.","Active","Production","Buy","","",0
"PLS","02205318","NOT ACTIVE- MID HOUSE KIT 60 RED","NOT ACTIVE-- קיט אמצע קו אדום","Inactive","Retirement","Make","","MAS",0
"PLS","02205319","WOD MID LINE PRESSURE REDUCER SET W/O FLUSH VALVE","ערכת מפחת לחץ אמצע קו ל-WOD ללא ברז שטיפה","Active","Production","Buy","","MAS",18
"PLS","02205320","NOT ACTIVE- PR. REGULATOR M/H-LUBING","NOT ACTIVE-- ווסת לחץ  לאמצע קו לובינג","Inactive","Retirement","Buy","","",0
"PLS","02205321","NOT ACTIVE- NOT ACTIVE- TOP SHELL-MIDHOUSE PRESS.REG - LUBING","NOT ACTIVE-- - גוף עליון וסת לחץ לאמצע קו לובינג","Inactive","Retirement","Buy",0.238,"MAS",50
"PLS","02205322","TOP SHELL RED - MIDHOUSE PRESS. REG IMPEX","גוף עליון וסת לחץ אמצע קו אדום אימפקס","Active","Production","Buy",0.242,"MAS",40
"PLS","02205323","AUTO.FLUSHING VALVE SET FOR PRESS.REG. IMPEX","ערכת ברז שטיפה ווסת לחץ אוטומטי אימפקס","Active","Production","Buy","","MAS",500
"PLS","02205324","AUTOMATIC FLUSHING SYSTEM KIT - IMPEX","ערכת שטיפה אוטומטית לאימפקס","Active","Production","Make",0.655,"MAS",30
"PLS","02205325","MID LINE PRESSURE REGULATOR SET + SEALING PLUG","ערכת ווסת לחץ אמצע קו + פקק אטימה","Active","Production","Make","","",0
"PLS","02205326","MID HOUSE 0-250 MBAR COM + SEALING PLUG","אמצע קו 0-250 קומפלט + פקק אטימה","Active","Production","Make","","",0
"PLS","02205327","MID HOUSE KIT (60)-PRESS.REG.+CONNECTOR + SEALING PLUG","אמצע קו (60) ווסת לחץ + פרופיל מגשר + פקק אטימה","Active","Production","Make","","",0
"PLS","02205328","WOD LINE HEAD  PRESS.RED.+CONNECTOR - INDIA","ראש קו ומפחת+פרופיל מגשר ל-WOD (הודו)","Active","Production","Make","","",0
"PLS","02205329","WOD MID HOUSE KIT(80) - PRESS.RED+CONNECTOR","ערכת אמצע קו (80) מפחת+פרופיל מגשר ל-WOD","Active","Production","Make","","",0
"PLS","02205330","PRESSURE REGULATOR RED FOR IMPEX","ווסת לחץ אדום לקו אימפקס","Active","Production","Buy","","",0
"PLS","02205331","LINE HEAD KIT FOR IMPEX","ראש קו-אימפקס","Active","Production","Make",1.05,"MAS",15
"PLS","02205332","END PLUG FOR  PRESS. IND. TUBE FOR IMPEX","אביזר קצה למראה לחץ אימפקס","Active","Production","Make",0.002204,"MAS",4000
"PLS","02205333","CONNECTOR 12X3/4 IMPEX W/ O-RING (22454752126)","מחבר 3/4×12 אימפקס עם אטם (22454752126)","Active","Production","Buy",0.0011,"MAS",5000
"PLS","02205334","PRESSURE INDICATOR 60 IMPEX END LINE COM.","מראה לחץ 60 אימפקס סוף קו קומ.","Active","Production","Make",0.1981,"BRC",50
"PLS","02205335","PRESSURE INDICATOR 60 FOR IMPEX REGULATOR COM.","מראה לחץ 60 לווסת אימפקס קומ.","Active","Production","Make",0.17,"BRC",100
"PLS","02205336","MID HOUSE PRESSURE REGULATOR W/PLUG+SQ 22 ADPTR - IMPEX SET","ערכת ווסת אמצע קו עם פקק + מתאם לצינור מרובע לאימפקס","Active","Production","Make",1.05,"MAS",15
"PLS","02205337","WOD LINE HEAD KIT FOR IMPEX","ראש קו ל-WOD- אימפקס","Active","Production","Make","","",0
"PLS","02205338","ADHESIVE LABEL FOR WATER ON DEMAND PRESSURE REDUCER","מדבקת לוגו למפחת לחץ 40/25 ס""מ פרוצס WATER ON DEMAND","Active","Production","Buy",0.02,"MAS",2000
"PLS","02205339","WOD REDUCER RETROFIT KIT","ערכת הסבה למפחת לחץ WOD","Active","Production","Make",0.045,"MAS",180
"PLS","02205340","PRESSURE REG. MIDHOUSE -DUAL-IMPEX RED","ווסת לחץ לאמצע קו אימפקס אדום","Active","Production","Buy","","",0
"PLS","02205341","MID HOUSE KIT - IMPEX","אמצע קו-אימפקס","Active","Production","Make",1.05,"MAS",15
"PLS","02205342","PACKAGE FOR WOD REDUCER RETROFIT KIT","אריזה לקיט הסבה למפחתת WOD","Active","Production","Buy",0.007785,"",0
"PLS","02205343","PVC SOLVENT CEMENT (1130-P) EXTRA HEAVY BODY GREY (ARR)","דבק פיויסי (1130) בצמיגות גבוהה מאוד באריזת פח 473 מ""ל","Active","Production","Buy",0.198,"",0
"PLS","02205344","WOD MID HOUSE PRESSURE REDUCER W/PLUG+SQ 22 ADPTR - IMPEX SET","ערכת מפחת אמצע קו עם פקק ל-WOD+ מתאם לצינור מרובע לאימפקס","Active","Production","Make","","",0
"PLS","02205345","WOD MID HOUSE KIT - IMPEX","ערכת אמצע קו ל-WOD  לאימפקס","Active","Production","Make","","",0
"PLS","02205346","WOD LINE HEAD PRESSURE REDUCER SET FOR IMPEX","ערכת מפחת לחץ ראש קו לאימפקס","Active","Production","Buy","","",0
"PLS","02205347","WOD MID HOUSE PRESSURE REDUCER FOR IMPEX","מפחת לחץ אמצע קו ל-WOD -אימפקס","Active","Production","Buy","","",0
"PLS","02205348","WOD LINE HEAD NIPPLE KIT (60) - UK","ראש קו ניפל אנגליה (60) ל-WOD","Active","Production","Make","","",0
"PLS","02205349","PVC CEMENT (GITANG PLUS) 125GR TUBE HIGH GRADE (PIGAL)","דבק פיויסי (GITANG P) בשפופרת 125 גר בצמיגות גבוהה (פיגל)","Active","Production","Buy","","",0
"PLS","02205350","NOT ACTIVE - THREADED LAYER NIPPLE RED","לא פעיל - ניפל תבריג מטילות אדום","Inactive","Retirement","Make",0.01,"MAS",0
"PLS","02205351","BALL HANDLE FOR PRESSURE REGULATOR 0-250","כפתור וויסות ווסת לחץ 0-250","Active","Production","Buy",0.04,"MAS",0
"PLS","02205352","THREADED NIPPLE YELLOW FOR BROILER","ניפל תבריג צהוב לפטם","Active","Production","Make",0.0092,"EGM",1500
"PLS","02205353","THREADED NIPPLE HOUSING DARK BLUE","בית ניפל תבריג כחול כהה","Active","Production","Make",0.0015,"MAS",1600
"PLS","02205354","THREADED NIPPLE VIOLET","ניפל תבריג סגול","Active","Production","Make",0.009,"EGM",1500
"PLS","02205355","THREADED NIPPLE HOUSING VIOLET","בית ניפל תבריג סגול","Active","Production","Make",0.0015,"MAS",1600
"PLS","02205356","NOT ACTIVE-THREADED NIPPLE MAROON","NOT ACTIVE- - ניפל תבריג בורדו","Inactive","Retirement","Make",0.009,"EGM",1500
"PLS","02205357","PVC TO ABS CEMENT MEDIUM BODY","דבק פיויסי לאי-בי-אס בצמיגות בינונית","Active","Production","Buy","","",0
"PLS","02205358","THREADED NIPPLE ORANGE FOR BROILER","ניפל תבריג כתום לפטם","Active","Production","Make",0.009,"EGM",1500
"PLS","02205358XXX","NOT ACTIVE - THREADED NIPPLE ORANGE","לא פעיל - ניפל תבריג כתום","Inactive","Retirement","Make",0.009,"EGM",0
"PLS","02205360","THREADED NIPPLE DARK BLUE","ניפל תבריג כחול כהה","Active","Production","Make",0.009,"EGM",1500
"PLS","02205361","THREADED NIPPLE HOUSING - LIGHT BLUE","בית ניפל תבריג כחול בהיר","Active","Production","Make",0.00147,"MAS",0
"PLS","02205362","THREADED BREEDER NIPPLE DARK GREY","ניפל תבריג רבייה אפור כהה","Active","Production","Make",0.01,"EGM",2000
"PLS","02205364","THREADED NIPPLE GREY FOR BROILER","ניפל תבריג אפור לפטם","Active","Production","Make",0.008836,"EGM",1500
"PLS","02205365","WOD 3 REGULATORS - AUTO. APPLICATION PVC 32 mm","ראש מערכת ויסות מרכזי (WOD) אוטומטי 3 דרגות 32 מ""מ PVC","Active","Production","Make",7,"MAS",2
"PLS","02205366","WOD AUTO. APPLICATION PVC 32 MM - LOW PRESSURE KIT","ויסות מרכזי (WOD) - ערכת לחץ נמוך 32 מ""מ PVC","Active","Production","Make","","",0
"PLS","02205367","WOD AUTO. APPLICATION PVC 32 MM - ADD ON KIT","ויסות מרכזי (WOD) - ערכת הרחבה  32 מ""מ PVC","Active","Production","Make","","",0
"PLS","02205368","WOD AUTO. APPLICATION PVC 32 MM - HIGH PRESSURE KIT","ויסות מרכזי (WOD) - ערכת לחץ גבוה 32 מ""מ PVC","Active","Production","Make","","",0
"PLS","02205369","WOD 2 REGULATORS - AUTO. APPLICATION PVC 32 MM","ראש מערכת ויסות מרכזי (WOD) אוטומטי 2 דרגות 32 מ""מ PVC","Active","Production","Make","","",0
"PLS","02205370","WOD 2 REGULATORS - MAN. APPLICATION PVC 32 mm","ראש מערכת ויסות מרכזי (WOD) ידני 2 דרגות 32 מ""מ PVC","Active","Production","Make","","MAS",2
"PLS","02205371","WOD MAN. APPLICATION PVC 32 MM - HIGH PRESSURE KIT","ויסות מרכזי (WOD) - ערכת לחץ גבוה 32 מ""מ PVC ידני","Active","Production","Make","","",0
"PLS","02205372","WOD BRANDING SIGN","תג מיתוג ל WOD","Active","Production","Make",0.082,"MAS",300
"PLS","02205373","PERSPEX PLATE 80X140 MM W/HOLE","לוחית פרספקס 80x140 מ""מ עם חור","Active","Production","Buy","","",0
"PLS","02205374","STICKER FOR WOD HEAD","מדבקה בולטת לתג WOD","Active","Production","Buy","","",0
"PLS","02205375","ALLEN BOLT M6 X 15 CONIC HEAD","בורג אלן M6 X 15 ראש קוני","Active","Production","Buy","","",0
"PLS","02205376","WOD MID LINE (60) COM","אמצע קו (60 ס""מ) לויסות מרכזי קומ.","Active","Production","Make",1.27,"MAS",15
"PLS","02205377","WOD STANDALONE CONTROLLER","בקר עצמאי למערכת ויסות מרכזי","Active","Production","Buy",2.248,"MAS",4
"PLS","02205378","WATER ON DEMAND PRO COM","מערכת וויסות מרכזי פרו קומפלט","Active","Production","Make",12.4,"MAS",1
"PLS","02205379","THREADED NIPPLE LIGHT BLUE FOR BROILER","ניפל תבריג כחול בהיר לפטם","Active","Production","Make",0.009,"EGM",1500
"PLS","02205383","PUMP STAND","תושבת למשאבה","Active","Production","Buy","","",0
"PLS","02205386","MID HOUSE PRESSURE REG. ADAPTOR-CHORETIME SET","סט אמצע קו מתאם וסת צורטיים ""3/4","Active","Production","Make","","MAS",0
"PLS","02205388","WATER ON DEMAND PRO PP COM","מערכת וויסות מרכזי פרו קומפלט PP","Active","Production","Make",14,"MAS",1
"PLS","02205398","NOT ACTIVE-WASHING VALVE 1/2"" MALE FOR POULTRY","NOT ACTIVE--ברז שטיפה ללול  ""1/2","Inactive","Retirement","Buy",0.057,"",0
"PLS","02205399","NOT ACTIVE- METAL BALL VALVE 3/4"" M/F","NOT ACTIVE-- ברז  ח/פ 3/4 מתכת","Inactive","Retirement","Buy","","",0
"PLS","02205400","LINE HEAD PRESSURE  REGULATOR 1/4"" SIGHT TUBE OUTLET SET","ערכת ווסת לחץ ראש קו יציאה ""1/4 למראה לחץ","Active","Production","Buy",0.754,"MAS",18
"PLS","02205401","NOT ACTIVE- METAL BALL VALVE 3/4 F/F - SN","NOT ACTIVE-- ב.כדורי פ/פ  3/4(SN מתכת)","Inactive","Retirement","Buy","","",0
"PLS","02205402","NOT ACTIVE- METAL BALL VALVE 1/2"" M/F - SA","NOT ACTIVE-- ב.כדורי ח/פ  1/2(SA מתכת)","Inactive","Retirement","Buy",0.182,"",0
"PLS","02205403","METAL BALL VALVE 1/4"" F/F - SN","ב.כדורי פ/פ  1/4(SN מתכת)","Active","Production","Buy",0.092,"MAS",3000
"PLS","02205404","WOD LINE HEAD PRESSURE REDUCER 1/4 SIGHT TUBE OUTLET SET","ערכת מפחת לחץ ראש קו ל-WOD יציאה ""1/4 למראה לחץ","Active","Production","Buy",0.754,"MAS",18
"PLS","02205405","NOT ACTIVE- METAL THREADED BALL VALVE 1/4"" M/F-SA","NOT ACTIVE-- ב.כד הברגה  ח/פ1/4(SA מתכת)","Inactive","Retirement","Buy","","",0
"PLS","02205406","32 MM CEMENT TO 1"" NPT ADAPTOR","NPT מתאם 32 מ""מ הדבקה ""1","Active","Production","Make","","",0
"PLS","02205407","EX. SLOPE REGULATOR 10CM + 60CM INDICATOR + S.CONNECTOR COM","שובר לחץ מחבר חיצוני 10 ס""מ עם מראה לחץ 60 ומגשר קצר קומ","Active","Production","Make","","",0
"PLS","02205408","EX. SLOPE REGULATOR 10CM + 60CM INDICATOR + L.CONNECTOR COM","שובר לחץ מחבר חיצוני 10 ס""מ עם מראה לחץ 60 ומגשר ארוך קומ","Active","Production","Make","","",0
"PLS","02205409","NOT ACTIVE- PLOYPROPILANE  BALL 5/8","NOT ACTIVE-- כדור פוליפרופילן  8/5","Inactive","Retirement","Buy","","",0
"PLS","02205410","WATER TROUGH END CAP FOR LAYER CAGES","אביזר קצה לתעלת מים לסוללות","Active","Production","Buy","","MAS",0
"PLS","02205411","WATER TROUGH CONNECTOR FOR LAYER CAGES","מחבר אמצע לתעלת מים לסוללות","Active","Production","Buy","","MAS",0
"PLS","02205413","SQUARE PIPE 22MM CEMENT ADAPTOR TO  3/4"" BARB","מתאם צינור מרובע 22 ממ הדבקה לשן זכר ""3/4","Active","Production","Buy","","MAS",0
"PLS","02205414","NOT ACTIVE- SPRING FOR PRESSURE INDICATOR","NOT ACTIVE-- .קפיץ למראה לחץ","Inactive","Retirement","Buy",0.065,"",0
"PLS","02205415","NOT ACTIVE- HANGER FOR HEAD AND LINE KIT","NOT ACTIVE-- .מתלה לראש קו","Inactive","Retirement","Buy","","",0
"PLS","02205416","METAL VALVE 1/2-1/4","ברז ניפל  1/2-1/4 (מתכת)","Active","Production","Buy",0.079,"",0
"PLS","02205417","NOT ACTIVE- PLUG 1/4 - BLUE","NOT ACTIVE-- .פקק 1/4 כחול","Inactive","Retirement","Buy",0.002,"",0
"PLS","02205418","BARB MALE THREADED CONNECTOR 12MM-3/4"" BLUE-MACHINED","מחבר זכר שן ""3/4 -12ממ כחול חרוט","Active","Production","Make",0.009,"",0
"PLS","02205419","BARB MALE THREADED CONNECOTR 12MM-1/2"" BLACK-MACHINED","מחבר זכר שן ""12-1/2ממ שחור חרוט","Active","Production","Buy","","",0
"PLS","02205420","NIPPLE ASSEMBLY TOOL",".ידית הרכבה לניפל","Active","Production","Buy",0.158,"MAS",400
